Variable 1,Label 1,Variable 2,Label 2,Correlation
TRUEDUC,How much do you trust or distrust educational system?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUEDUC,How much do you trust or distrust educational system?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844387
TRUEDUC,How much do you trust or distrust educational system?,HHM12DOB,12th HH member: year of birth,0.9933992677987828
TRUEDUC,How much do you trust or distrust educational system?,HHM12EDU,12th HH member: Level of education achieved to date,-1.0
TRUEDUC,How much do you trust or distrust educational system?,HHM13RELR,13th HH member: relationship to the respondent,0.987829161147262
TRUEDUC,How much do you trust or distrust educational system?,HHM13DOB,13th HH member: year of birth,0.9853292781642911
TRUEDUC,How much do you trust or distrust educational system?,HHM13EDU,13th HH member: Level of education achieved to date,-1.0
TRUARMY,How much do you trust or distrust army?,HHM9MAR,9th HH member: marital status,-1.0
TRUARMY,How much do you trust or distrust army?,HHM11MAR,11th HH member: marital status,-1.0
TRUARMY,How much do you trust or distrust army?,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844385
TRUCRTS,How much do you trust or distrust court system?,HHM9TRW,Has 9th HH member traveled for work outside settlement?,-0.7905694150420948
TRUNGOS,How much do you trust or distrust NGOs?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.8
TRUNGOS,How much do you trust or distrust NGOs?,HHM8MRAGE,8th HH member: Age when s/he got married,0.7775419143502355
TRUNGOS,How much do you trust or distrust NGOs?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUNGOS,How much do you trust or distrust NGOs?,HHM12DOB,12th HH member: year of birth,-1.0
TRUNGOS,How much do you trust or distrust NGOs?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUNGOS,How much do you trust or distrust NGOs?,HHM13DOB,13th HH member: year of birth,-1.0
TRUPARL,How much do you trust or distrust parliament?,HHM5TAP,5th HH member's travel place for work (abroad),0.8692421991836186
TRUPARL,How much do you trust or distrust parliament?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUPARL,How much do you trust or distrust parliament?,HHM8MAR,8th HH member: marital status,-0.711557854950282
TRUPARL,How much do you trust or distrust parliament?,HHM12SEX,12th HH member: gender,0.7559289460184544
TRUEXEC,How much do you trust or distrust executive government?,TRUPRES,How much do you trust or distrust president?,0.7107712983399742
TRUEXEC,How much do you trust or distrust executive government?,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
TRUEXEC,How much do you trust or distrust executive government?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUEXEC,How much do you trust or distrust executive government?,HHM8MRAGE,8th HH member: Age when s/he got married,0.7849870641173374
TRUEXEC,How much do you trust or distrust executive government?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUEXEC,How much do you trust or distrust executive government?,HHM12DOB,12th HH member: year of birth,-1.0
TRUEXEC,How much do you trust or distrust executive government?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUEXEC,How much do you trust or distrust executive government?,HHM13DOB,13th HH member: year of birth,-1.0
TRUPRES,How much do you trust or distrust president?,TRUEXEC,How much do you trust or distrust executive government?,0.7107712983399742
TRUPRES,How much do you trust or distrust president?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.8
TRUPRES,How much do you trust or distrust president?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUPRES,How much do you trust or distrust president?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUPRES,How much do you trust or distrust president?,HHM12DOB,12th HH member: year of birth,-1.0
TRUPRES,How much do you trust or distrust president?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUPRES,How much do you trust or distrust president?,HHM13DOB,13th HH member: year of birth,-1.0
TRUPOLI,How much do you trust or distrust police?,HHM5TAP,5th HH member's travel place for work (abroad),-0.9642090052945038
TRUPOLI,How much do you trust or distrust police?,HHM11MAR,11th HH member: marital status,-1.0
TRUPPS,How much do you trust or distrust political parties?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7745966692414834
TRUPPS,How much do you trust or distrust political parties?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUPPS,How much do you trust or distrust political parties?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUPPS,How much do you trust or distrust political parties?,HHM12DOB,12th HH member: year of birth,-1.0
TRUPPS,How much do you trust or distrust political parties?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUPPS,How much do you trust or distrust political parties?,HHM13DOB,13th HH member: year of birth,-1.0
TRUMEDI,How much do you trust or distrust media?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7745966692414834
TRUMEDI,How much do you trust or distrust media?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUMEDI,How much do you trust or distrust media?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844387
TRULOCG,How much do you trust or distrust local government?,HHM5TAP,5th HH member's travel place for work (abroad),-0.7584817405910407
TRULOCG,How much do you trust or distrust local government?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRULOCG,How much do you trust or distrust local government?,HHM12DOB,12th HH member: year of birth,-1.0
TRULOCG,How much do you trust or distrust local government?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRULOCG,How much do you trust or distrust local government?,HHM13DOB,13th HH member: year of birth,-1.0
TRURELI,How much do you trust or distrust religious institutions?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7745966692414834
TRURELI,How much do you trust or distrust religious institutions?,HHM8TRW,Has 8th HH member traveled for work outside settlement?,-0.7174300539794394
TRURELI,How much do you trust or distrust religious institutions?,HHM9TRW,Has 9th HH member traveled for work outside settlement?,-0.9432422182837986
TRURELI,How much do you trust or distrust religious institutions?,HHM9MAR,9th HH member: marital status,-1.0
TRUOMB,How much do you trust or distrust ombudsman?,ENVPROBO,Main environmental issue in Armenia: Other specified,0.798595706249925
TRUOMB,How much do you trust or distrust ombudsman?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUOMB,How much do you trust or distrust ombudsman?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUOMB,How much do you trust or distrust ombudsman?,HHM12DOB,12th HH member: year of birth,-1.0
TRUOMB,How much do you trust or distrust ombudsman?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUOMB,How much do you trust or distrust ombudsman?,HHM13DOB,13th HH member: year of birth,-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM6TAP,6th HH member's travel place for work (abroad),-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM12DOB,12th HH member: year of birth,-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUSTEU,How much do you trust or distrust EU?,HHM13DOB,13th HH member: year of birth,-1.0
TRUSTUN,How much do you trust or distrust UN?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
TRUSTUN,How much do you trust or distrust UN?,HHM12RELR,12th HH member: relationship to the respondent,-1.0
TRUSTUN,How much do you trust or distrust UN?,HHM12DOB,12th HH member: year of birth,-1.0
TRUSTUN,How much do you trust or distrust UN?,HHM13RELR,13th HH member: relationship to the respondent,-1.0
TRUSTUN,How much do you trust or distrust UN?,HHM13DOB,13th HH member: year of birth,-1.0
QUALINF,How well TVs inform the population about what is actually going on in COUNTRY?,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
QUALINF,How well TVs inform the population about what is actually going on in COUNTRY?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7181848464596079
QUALINF,How well TVs inform the population about what is actually going on in COUNTRY?,HHM6TRP,6th HH member's travel place for work (inside country),0.806225774829855
QUALINF,How well TVs inform the population about what is actually going on in COUNTRY?,HHM9TRW,Has 9th HH member traveled for work outside settlement?,-0.7905694150420948
QUALINF,How well TVs inform the population about what is actually going on in COUNTRY?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
FREESPK,Do people like yourself have the right to openly say what they think?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
FREESPK,Do people like yourself have the right to openly say what they think?,HHM12DOB,12th HH member: year of birth,0.9933992677987827
FREESPK,Do people like yourself have the right to openly say what they think?,HHM12EDU,12th HH member: Level of education achieved to date,-0.9999999999999999
FREESPK,Do people like yourself have the right to openly say what they think?,HHM13RELR,13th HH member: relationship to the respondent,0.9878291611472619
FREESPK,Do people like yourself have the right to openly say what they think?,HHM13DOB,13th HH member: year of birth,0.9853292781642911
FREESPK,Do people like yourself have the right to openly say what they think?,HHM13EDU,13th HH member: Level of education achieved to date,-0.9999999999999999
FAIRTRT,Are people like yourself treated fairly by the government?,HHM7TRP,7th HH member's travel place for work (inside country),-1.0
LPROS,To what extent do you approve the persecution/prosecution of the representatives,NEIGHOTH,Which of these people would you not wish to have your neighbors most? Other spec,-0.7844645405527361
LPROS,To what extent do you approve the persecution/prosecution of the representatives,HHM10RELR,10th HH member: relationship to the respondent,0.8281490569541963
LPROS,To what extent do you approve the persecution/prosecution of the representatives,HHM10EDU,10th HH member: Level of education achieved to date,-0.7009130258223495
LPROS,To what extent do you approve the persecution/prosecution of the representatives,HHM12RELR,12th HH member: relationship to the respondent,-1.0
