Variable 1,Variable 2,Correlation
HHM12RELR,RESPDOB,0.8416975766245407
HHM12RELR,RESPPOB,-0.8660254037844385
HHM12RELR,HHM2RELR,0.8660254037844387
HHM12RELR,HHM2DOB,-0.7461557922161198
HHM12RELR,HHM2EMP,-0.8660254037844385
HHM12RELR,HHM2TRW,-0.8660254037844385
HHM12RELR,HHM3MAR,-0.9607689228305226
HHM12RELR,HHM3MRAGE,-1.0
HHM12RELR,HHM3EDU,0.8660254037844385
HHM12RELR,HHM4RELR,0.8660254037844385
HHM12RELR,HHM4DOB,-0.8029550685469661
HHM12RELR,HHM4TRW,-0.8660254037844385
HHM12RELR,HHM4MAR,0.8660254037844387
HHM12RELR,HHM4MRAGE,-0.8219949365267865
HHM12RELR,HHM5RELR,0.8660254037844387
HHM12RELR,HHM5DOB,0.9607689228305227
HHM12RELR,HHM5MAR,-0.9607689228305228
HHM12RELR,HHM5EDU,0.8660254037844385
HHM12RELR,HHM6RELR,0.8660254037844387
HHM12RELR,HHM6SEX,-0.8660254037844387
HHM12RELR,HHM6EMP,-1.0
HHM12RELR,HHM6MAR,-1.0
HHM12RELR,HHM7RELR,-0.720576692122892
HHM12RELR,HHM7POB,-0.8660254037844385
HHM12RELR,HHM7MAR,-1.0
HHM12RELR,HHM9SEX,0.8660254037844387
HHM12RELR,HHM10RELR,-0.7924058156930615
HHM12RELR,HHM10SEX,0.8660254037844387
HHM12RELR,HHM10DOB,-0.9220179477747368
HHM12RELR,HHM11RELR,0.8660254037844385
HHM12RELR,HHM11SEX,0.8660254037844387
HHM12RELR,HHM12DOB,-0.8029550685469661
HHM12RELR,HHM12EDU,0.8660254037844387
HHM12RELR,HHM13RELR,-0.777713771047819
HHM12RELR,HHM13DOB,-0.7679881673845781
HHM12RELR,HHM13EDU,0.8660254037844387
HHM12RELR,ECONSTN,0.8660254037844387
HHM12RELR,OWNWASH,-0.8660254037844385
HHM12RELR,OWNCARS,0.8660254037844385
HHM12RELR,OWNLNDP,0.8660254037844385
HHM12RELR,NUMCELL,-0.8660254037844386
HHM12RELR,CELLINTH,0.8660254037844385
HHM12RELR,OWNCOMP,0.8660254037844385
HHM12RELR,NOMONFD,-0.8660254037844387
HHM12RELR,INCSOUAG,-0.8660254037844385
HHM12RELR,DEBTSHH,-0.8660254037844385
HHM12RELR,FOODDBT,0.8660254037844385
HHM12RELR,FUTRUNG,-1.0
HHM12RELR,FRQDIST,0.8660254037844387
HHM12RELR,RESPINL,0.8660254037844385
HHM12RELR,RESPTIR,-0.7559289460184544
HHM12RELR,HHSIZE,0.8660254037844385
HHM12RELR,NPSUSS,0.787961781345042
HHM12RELR,HHWT,-0.7463869855051015
HHM12SEX,COUNTRY,-1.0
HHM12SEX,ID,-0.9996395306297555
HHM12SEX,INDWT,0.8969777957333342
HHM12SEX,ACTCLEAN,-1.0
HHM12SEX,ACTSPET,-1.0
HHM12SEX,GALLTRU,0.8322397195638238
HHM12SEX,CIGAVGD,-1.0000000000000002
HHM12SEX,FRNDLVCZ,-1.0
HHM12SEX,FRNDLVIT,-1.0
HHM12SEX,ACCMARR,0.917662935482247
HHM12SEX,GENBREA,-1.0
HHM12SEX,TRUPOLLRN,-1.0
HHM12SEX,IMPISS1O,-1.0
HHM12SEX,TRUHLTH,0.8660254037844385
HHM12SEX,TRUPARL,0.7559289460184544
HHM12SEX,OBJCOUR,-1.0
HHM12SEX,PROTEST,-1.0
HHM12SEX,NATOSUPP,-0.9999999999999999
HHM12SEX,NATOSUPW,-1.0
HHM12SEX,EUSUPP,-1.0
HHM12SEX,MAINENEM,-1.0000000000000002
HHM12SEX,ATTDEM,-0.8660254037844385
HHM12SEX,EMPLSIT,0.8660254037844385
HHM12SEX,PERSINC,-0.8660254037844385
HHM12SEX,GETJOBF,-0.9449111825230682
HHM12SEX,ETHNIC,-1.0
HHM12SEX,EDUYRS,0.9999999999999999
HHM12SEX,RESPEDU,1.0000000000000002
HHM12SEX,RELSERV,0.9449111825230682
HHM12SEX,MIGSHRT,-1.0
HHM12SEX,RESPMAR,-0.7559289460184544
HHM12SEX,HHM2SEX,-1.0
HHM12SEX,HHM2MAR,-0.9449111825230683
HHM12SEX,HHM3RELR,0.7559289460184544
HHM12SEX,HHM3SEX,-1.0
HHM12SEX,HHM3DOB,-0.8660254037844385
HHM12SEX,HHM3POB,-1.0
HHM12SEX,HHM4EDU,1.0000000000000002
HHM12SEX,HHM5SEX,-1.0
HHM12SEX,HHM6DOB,-0.8846153846153865
HHM12SEX,HHM6EDU,0.9449111825230683
HHM12SEX,HHM7DOB,-0.810884854079383
HHM12SEX,HHM7EDU,0.8660254037844387
HHM12SEX,HHM8RELR,0.9041944301794651
HHM12SEX,HHM8DOB,-0.8962581595302731
HHM12SEX,HHM9RELR,0.9607689228305226
HHM12SEX,HHM9DOB,-0.7448149705593963
HHM12SEX,HHM9EDU,0.9449111825230683
HHM12SEX,HHM11DOB,-0.8029550685469645
HHM12SEX,HHM11EDU,0.7559289460184544
HHM12SEX,MONYTOT,-1.0
HHM12SEX,SPENDMO,-1.0
HHM12SEX,UTILDBT,1.0000000000000002
HHM12SEX,CURRUNG,0.8660254037844385
HHM12SEX,RELCOND,0.9999999999999998
HHM12SEX,MININCR,-1.0
HHM12SEX,LISTENO,-1.0
HHM12SEX,FRQSHCD,-0.9449111825230679
HHM12SEX,RESPSINC,-0.8660254037844385
HHM12SEX,SUBSTRATUM,-0.9995292542582607
HHM12SEX,C1_DATE,0.9999276698852622
HHM12SEX,C1_TIME,-0.9999999999968816
HHM12SEX,C2_DATE,-1.0
HHM12SEX,C2_TIME,-0.9999999999999997
HHM12SEX,C3_DATE,-1.0
HHM12SEX,C3_TIME,-0.9999999999999997
HHM12SEX,INT_DATE,0.9999276698852622
HHM12SEX,INT_START,-0.9999999999968816
HHM12SEX,INT_END,-0.999999999997084
HHM12SEX,INT_DUR,-0.9999999999999966
HHM12SEX,PSU,-0.9996395291840947
HHM12SEX,HHASIZE,0.8219949365267866
HHM12SEX,INTLANG,-1.0
HHM12SEX,NHHPSU,0.7575259710638196
HHM12SEX,NADHH,0.8219949365267866
HHM12DOB,SETTYPE,0.9933992677987828
HHM12DOB,INDWT,-0.8896010930527184
HHM12DOB,ACTRESDT,-0.9933992677987827
HHM12DOB,ACTDON,-1.0
HHM12DOB,EMONOW,-1.0
HHM12DOB,GALLTRU,-0.9412188965466887
HHM12DOB,HLTHRAT,0.8029550685469661
HHM12DOB,DISCPRPR,0.8492319348032172
HHM12DOB,BUSINARA,-0.9933992677987827
HHM12DOB,BUSINIRA,-0.9933992677987827
HHM12DOB,BUSINJEW,-0.9933992677987827
HHM12DOB,BUSINKUR,-1.0
HHM12DOB,BUSINMOL,-1.0
HHM12DOB,MARWUSA,-0.9933992677987827
HHM12DOB,MARWITA,-0.9933992677987827
HHM12DOB,MARWIRA,-0.9933992677987827
HHM12DOB,MARWUKR,-0.9933992677987827
HHM12DOB,MARWIND,-0.9933992677987827
HHM12DOB,FRNDLVRU,-1.0
HHM12DOB,ACCMARR,-0.8660254037844385
HHM12DOB,GENBRER,-1.0
HHM12DOB,REVEXP1,-1.0
HHM12DOB,REFLANG,-1.0
HHM12DOB,REFCRC,-1.0
HHM12DOB,TRUEDUC,0.9933992677987828
HHM12DOB,TRUNGOS,-1.0
HHM12DOB,TRUEXEC,-1.0
HHM12DOB,TRUPRES,-1.0
HHM12DOB,TRUPPS,-1.0
HHM12DOB,TRULOCG,-1.0
HHM12DOB,TRUOMB,-1.0
HHM12DOB,TRUSTEU,-1.0
HHM12DOB,TRUSTUN,-1.0
HHM12DOB,FREESPK,0.9933992677987827
HHM12DOB,VOTPRCP,0.9933992677987828
HHM12DOB,ELCOND,0.9933992677987828
HHM12DOB,MAINFRN,-1.0
HHM12DOB,USSRNETI,-1.0
HHM12DOB,ICITOPP,-1.0
HHM12DOB,AMULSAR,-1.0
HHM12DOB,NK4_1,-1.0
HHM12DOB,WORKTYP,-1.0
HHM12DOB,WORKYRS,-1.0
HHM12DOB,WORKSEC,-1.0
HHM12DOB,PERSINC,0.917662935482247
HHM12DOB,GETJOBF,0.826033187630902
HHM12DOB,BANKACC,-1.0
HHM12DOB,KNOWRUS,-0.9933992677987827
HHM12DOB,COMPABL,-0.9933992677987828
HHM12DOB,FRQINTR,0.9933992677987827
HHM12DOB,RELGION,0.8029550685469661
HHM12DOB,RESPMRAGE,-1.0
HHM12DOB,HHM2DOB,0.9959556576176382
HHM12DOB,HHM2EMP,0.9933992677987827
HHM12DOB,HHM2MRAGE,-1.0
HHM12DOB,HHM3RELR,-0.9762210399274297
HHM12DOB,HHM3DOB,0.917662935482247
HHM12DOB,HHM5DOB,-0.9367659069225724
HHM12DOB,HHM5MAR,0.9367659069225726
HHM12DOB,HHM6RELR,-0.9933992677987828
HHM12DOB,HHM6EDU,-0.8260331876309022
HHM12DOB,HHM7DOB,0.9532133640353722
HHM12DOB,HHM8RELR,-0.8818947015264179
HHM12DOB,HHM8DOB,0.8903421994360579
HHM12DOB,HHM8MAR,-1.0
HHM12DOB,HHM8MRAGE,-1.0
HHM12DOB,HHM9RELR,-0.7953559537197222
HHM12DOB,HHM9DOB,0.9797278628183521
HHM12DOB,HHM9EDU,-0.8260331876309022
HHM12DOB,HHM10RELR,0.9998469895178862
HHM12DOB,HHM10DOB,0.9710939925994374
HHM12DOB,HHM10EDU,-0.8029550685469661
HHM12DOB,HHM11DOB,0.9571859726038513
HHM12DOB,HHM11EDU,-0.9762210399274297
HHM12DOB,HHM12RELR,-0.8029550685469661
HHM12DOB,HHM12EDU,-0.9933992677987828
HHM12DOB,HHM13RELR,0.9991507429465938
HHM12DOB,HHM13DOB,0.9984018911384912
HHM12DOB,HHM13EDU,-0.9933992677987828
HHM12DOB,OWNWASH,0.9933992677987827
HHM12DOB,OWNLNDP,-0.9933992677987827
HHM12DOB,CELLINTH,-0.9933992677987827
HHM12DOB,WEBHOMEH,-1.0
HHM12DOB,NOMONFD,0.9933992677987828
HHM12DOB,DEBTSHH,0.9933992677987827
HHM12DOB,FOODDBT,-0.9933992677987827
HHM12DOB,FRQDIST,-0.9933992677987828
HHM12DOB,RESPINL,-0.9933992677987828
HHM12DOB,HHSIZE,-0.9933992677987833
HHM12DOB,HHASIZE,-0.9472202349728194
HHM12DOB,NHHPSU,-0.9756885521293226
HHM12DOB,NADHH,-0.9472202349728194
HHM12EDU,SETTYPE,-1.0
HHM12EDU,INDWT,0.8313375957500825
HHM12EDU,ACTRESDT,0.9999999999999999
HHM12EDU,GALLTRU,0.8962581595302718
HHM12EDU,HLTHRAT,-0.8660254037844387
HHM12EDU,DISCPRPR,-0.9041944301794652
HHM12EDU,BUSINARA,0.9999999999999999
HHM12EDU,BUSINIRA,0.9999999999999999
HHM12EDU,BUSINJEW,0.9999999999999999
HHM12EDU,MARWUSA,0.9999999999999999
HHM12EDU,MARWITA,0.9999999999999999
HHM12EDU,MARWIRA,0.9999999999999999
HHM12EDU,MARWUKR,0.9999999999999999
HHM12EDU,MARWIND,0.9999999999999999
HHM12EDU,FRNDLVCZ,-1.0
HHM12EDU,FRNDLVIT,-1.0
HHM12EDU,ACCMARR,0.802955068546966
HHM12EDU,IDEALNCH,-1.0
HHM12EDU,TRUOS,-1.0
HHM12EDU,POLDIRN,-0.7559289460184545
HHM12EDU,IMPISS1O,-1.0
HHM12EDU,IMPISS2,-1.0
HHM12EDU,REVEXP2,-1.0
HHM12EDU,REFRET,-1.0
HHM12EDU,REFVET,-1.0
HHM12EDU,REFINT,-1.0
HHM12EDU,TRUEDUC,-1.0
HHM12EDU,FREESPK,-0.9999999999999999
HHM12EDU,LPROS,-1.0
HHM12EDU,VOTPRCP,-1.0
HHM12EDU,VOTLELE,-1.0
HHM12EDU,ELCOND,-1.0
HHM12EDU,ICITLAW,-1.0
HHM12EDU,ICITGOV,-1.0
HHM12EDU,ICITVOTE,-1.0
HHM12EDU,ICITTRAD,-1.0
HHM12EDU,IMPGCVW,-1.0
HHM12EDU,ICITHELP,-1.0
HHM12EDU,NK4_2,-1.0
HHM12EDU,NK5AR_1,-1.0
HHM12EDU,JOBSARFN,-1.0
HHM12EDU,PERSINC,-0.8660254037844386
HHM12EDU,GETJOBF,-0.7559289460184542
HHM12EDU,RFAEDUC,0.7559289460184545
HHM12EDU,KNOWRUS,0.9999999999999999
HHM12EDU,FRQINTR,-0.9999999999999999
HHM12EDU,RELGION,-0.8660254037844387
HHM12EDU,HHM2DOB,-0.9790755624849435
HHM12EDU,HHM2EMP,-0.9999999999999999
HHM12EDU,HHM3RELR,0.9449111825230679
HHM12EDU,HHM3DOB,-0.8660254037844386
HHM12EDU,HHM3MRAGE,-1.0
HHM12EDU,HHM4DOB,-0.9933992677987828
HHM12EDU,HHM5DOB,0.9707253433941511
HHM12EDU,HHM5MAR,-0.970725343394151
HHM12EDU,HHM6EMP,-1.0
HHM12EDU,HHM6MAR,-1.0
HHM12EDU,HHM6EDU,0.7559289460184544
HHM12EDU,HHM7DOB,-0.912245460839306
HHM12EDU,HHM7MAR,-1.0
HHM12EDU,HHM8RELR,0.8219949365267865
HHM12EDU,HHM8DOB,-0.8322397195638248
HHM12EDU,HHM9RELR,0.720576692122892
HHM12EDU,HHM9DOB,-0.9502811693344021
HHM12EDU,HHM9EDU,0.7559289460184544
HHM12EDU,HHM10RELR,-0.9912407071619304
HHM12EDU,HHM10DOB,-0.9920645329164469
HHM12EDU,HHM10EDU,0.8660254037844387
HHM12EDU,HHM11DOB,-0.917662935482245
HHM12EDU,HHM11EDU,0.9449111825230679
HHM12EDU,HHM12RELR,0.8660254037844387
HHM12EDU,HHM12DOB,-0.9933992677987828
HHM12EDU,HHM13RELR,-0.987829161147262
HHM12EDU,HHM13DOB,-0.9853292781642911
HHM12EDU,OWNWASH,-1.0
HHM12EDU,NOMONFD,-1.0
HHM12EDU,DEBTSHH,-1.0
HHM12EDU,FUTRUNG,-1.0
HHM12EDU,HHSIZE,1.0000000000000002
HHM12EDU,HHASIZE,0.9041944301794651
HHM12EDU,NHHPSU,0.9441087225573715
HHM12EDU,NADHH,0.9041944301794651
HHM13RELR,SETTYPE,0.987829161147262
HHM13RELR,INDWT,-0.9076651677685288
HHM13RELR,ACTRESDT,-0.9878291611472619
HHM13RELR,ACTDON,-1.0
HHM13RELR,EMONOW,-1.0
HHM13RELR,GALLTRU,-0.9543382533729184
HHM13RELR,HLTHRAT,0.777713771047819
HHM13RELR,DISCPRPR,0.8267540335004897
HHM13RELR,BUSINARA,-0.9878291611472619
HHM13RELR,BUSINIRA,-0.9878291611472619
HHM13RELR,BUSINJEW,-0.9878291611472619
HHM13RELR,BUSINKUR,-1.0
HHM13RELR,BUSINMOL,-1.0
HHM13RELR,MARWUSA,-0.9878291611472619
HHM13RELR,MARWITA,-0.9878291611472619
HHM13RELR,MARWIRA,-0.9878291611472619
HHM13RELR,MARWUKR,-0.9878291611472619
HHM13RELR,MARWIND,-0.9878291611472619
HHM13RELR,FRNDLVRU,-1.0
HHM13RELR,ACCMARR,-0.8858920666876036
HHM13RELR,GENBRER,-1.0
HHM13RELR,REVEXP1,-1.0
HHM13RELR,REFLANG,-1.0
HHM13RELR,REFCRC,-1.0
HHM13RELR,TRUEDUC,0.987829161147262
HHM13RELR,TRUNGOS,-1.0
HHM13RELR,TRUEXEC,-1.0
HHM13RELR,TRUPRES,-1.0
HHM13RELR,TRUPPS,-1.0
HHM13RELR,TRULOCG,-1.0
HHM13RELR,TRUOMB,-1.0
HHM13RELR,TRUSTEU,-1.0
HHM13RELR,TRUSTUN,-1.0
HHM13RELR,FREESPK,0.9878291611472619
HHM13RELR,VOTPRCP,0.987829161147262
HHM13RELR,ELCOND,0.987829161147262
HHM13RELR,MAINFRN,-1.0
HHM13RELR,USSRNETI,-1.0
HHM13RELR,ICITOPP,-1.0
HHM13RELR,AMULSAR,-1.0
HHM13RELR,NK4_1,-1.0
HHM13RELR,WORKTYP,-1.0
HHM13RELR,WORKYRS,-1.0
HHM13RELR,WORKSEC,-1.0
HHM13RELR,PERSINC,0.9332565252573828
HHM13RELR,GETJOBF,0.8485552916276632
HHM13RELR,BANKACC,-1.0
HHM13RELR,KNOWRUS,-0.9878291611472619
HHM13RELR,COMPABL,-0.987829161147262
HHM13RELR,FRQINTR,0.9878291611472619
HHM13RELR,RELGION,0.777713771047819
HHM13RELR,RESPMRAGE,-1.0
HHM13RELR,HHM2DOB,0.9988118807685712
HHM13RELR,HHM2EMP,0.9878291611472619
HHM13RELR,HHM2MRAGE,-1.0
HHM13RELR,HHM3RELR,-0.9843241382880894
HHM13RELR,HHM3DOB,0.9332565252573828
HHM13RELR,HHM4DOB,0.9991507429465938
HHM13RELR,HHM5DOB,-0.9215506405654282
HHM13RELR,HHM5MAR,0.921550640565428
HHM13RELR,HHM6RELR,-0.987829161147262
HHM13RELR,HHM6EDU,-0.8485552916276634
HHM13RELR,HHM7DOB,0.9648598267088551
HHM13RELR,HHM8RELR,-0.9005713579201762
HHM13RELR,HHM8DOB,0.9083460483910922
HHM13RELR,HHM8MAR,-1.0
HHM13RELR,HHM8MRAGE,-1.0
HHM13RELR,HHM9RELR,-0.8196561646738474
HHM13RELR,HHM9DOB,0.9871503998846944
HHM13RELR,HHM9EDU,-0.8485552916276634
HHM13RELR,HHM10RELR,0.9997186400882174
HHM13RELR,HHM10DOB,0.9604339283965042
HHM13RELR,HHM10EDU,-0.777713771047819
HHM13RELR,HHM11DOB,0.9683006310306347
HHM13RELR,HHM11EDU,-0.9843241382880894
HHM13RELR,HHM12RELR,-0.777713771047819
HHM13RELR,HHM12DOB,0.9991507429465938
HHM13RELR,HHM12EDU,-0.987829161147262
HHM13RELR,HHM13DOB,0.9998825486929457
HHM13RELR,HHM13EDU,-0.987829161147262
HHM13RELR,OWNWASH,0.987829161147262
HHM13RELR,OWNLNDP,-0.987829161147262
HHM13RELR,CELLINTH,-0.987829161147262
HHM13RELR,WEBHOMEH,-1.0
HHM13RELR,NOMONFD,0.987829161147262
HHM13RELR,DEBTSHH,0.987829161147262
HHM13RELR,FOODDBT,-0.987829161147262
HHM13RELR,FRQDIST,-0.987829161147262
HHM13RELR,RESPINL,-0.987829161147262
HHM13RELR,HHSIZE,-0.9878291611472624
HHM13RELR,HHASIZE,-0.9596252174559253
HHM13RELR,NHHPSU,-0.9838903421311901
HHM13RELR,NADHH,-0.9596252174559253
HHM13DOB,SETTYPE,0.9853292781642911
HHM13DOB,INDWT,-0.9139908426179991
HHM13DOB,ACTRESDT,-0.9853292781642911
HHM13DOB,ACTDON,-1.0
HHM13DOB,EMONOW,-1.0
HHM13DOB,GALLTRU,-0.958804497268428
HHM13DOB,HLTHRAT,0.7679881673845781
HHM13DOB,DISCPRPR,0.8180350342372709
HHM13DOB,BUSINARA,-0.9853292781642911
HHM13DOB,BUSINIRA,-0.9853292781642911
HHM13DOB,BUSINJEW,-0.9853292781642911
HHM13DOB,BUSINKUR,-1.0
HHM13DOB,BUSINMOL,-1.0
HHM13DOB,MARWUSA,-0.9853292781642911
HHM13DOB,MARWITA,-0.9853292781642911
HHM13DOB,MARWIRA,-0.9853292781642911
HHM13DOB,MARWUKR,-0.9853292781642911
HHM13DOB,MARWIND,-0.9853292781642911
HHM13DOB,FRNDLVRU,-1.0
HHM13DOB,ACCMARR,-0.8928976558441309
HHM13DOB,GENBRER,-1.0
HHM13DOB,REVEXP1,-1.0
HHM13DOB,REFLANG,-1.0
HHM13DOB,REFCRC,-1.0
HHM13DOB,TRUEDUC,0.9853292781642911
HHM13DOB,TRUNGOS,-1.0
HHM13DOB,TRUEXEC,-1.0
HHM13DOB,TRUPRES,-1.0
HHM13DOB,TRUPPS,-1.0
HHM13DOB,TRULOCG,-1.0
HHM13DOB,TRUOMB,-1.0
HHM13DOB,TRUSTEU,-1.0
HHM13DOB,TRUSTUN,-1.0
HHM13DOB,FREESPK,0.9853292781642911
HHM13DOB,VOTPRCP,0.9853292781642911
HHM13DOB,ELCOND,0.9853292781642911
HHM13DOB,MAINFRN,-1.0
HHM13DOB,USSRNETI,-1.0
HHM13DOB,ICITOPP,-1.0
HHM13DOB,AMULSAR,-1.0
HHM13DOB,NK4_1,-1.0
HHM13DOB,WORKTYP,-1.0
HHM13DOB,WORKYRS,-1.0
HHM13DOB,WORKSEC,-1.0
HHM13DOB,PERSINC,0.9386522045811413
HHM13DOB,GETJOBF,0.8565647611324297
HHM13DOB,BANKACC,-1.0
HHM13DOB,KNOWRUS,-0.9853292781642911
HHM13DOB,COMPABL,-0.9853292781642911
HHM13DOB,FRQINTR,0.9853292781642911
HHM13DOB,RELGION,0.7679881673845781
HHM13DOB,RESPMRAGE,-1.0
HHM13DOB,HHM2DOB,0.9994414426726422
HHM13DOB,HHM2EMP,0.9853292781642911
HHM13DOB,HHM2MRAGE,-1.0
HHM13DOB,HHM3RELR,-0.9869115726091078
HHM13DOB,HHM3DOB,0.9386522045811413
HHM13DOB,HHM4DOB,0.9984018911384912
HHM13DOB,HHM5DOB,-0.9154919261065297
HHM13DOB,HHM5MAR,0.9154919261065299
HHM13DOB,HHM6RELR,-0.9853292781642911
HHM13DOB,HHM6EDU,-0.8565647611324299
HHM13DOB,HHM7DOB,0.9687736628825755
HHM13DOB,HHM8RELR,-0.9071279587581527
HHM13DOB,HHM8DOB,0.9146490269994874
HHM13DOB,HHM8MAR,-1.0
HHM13DOB,HHM8MRAGE,-1.0
HHM13DOB,HHM9RELR,-0.8283395305633661
HHM13DOB,HHM9DOB,0.9894834722314931
HHM13DOB,HHM9EDU,-0.8565647611324299
HHM13DOB,HHM10RELR,0.9992376864089618
HHM13DOB,HHM10DOB,0.9560526884743764
HHM13DOB,HHM10EDU,-0.7679881673845781
HHM13DOB,HHM11DOB,0.9720151696531049
HHM13DOB,HHM11EDU,-0.9869115726091078
HHM13DOB,HHM12RELR,-0.7679881673845781
HHM13DOB,HHM12DOB,0.9984018911384912
HHM13DOB,HHM12EDU,-0.9853292781642911
HHM13DOB,HHM13RELR,0.9998825486929457
HHM13DOB,HHM13EDU,-0.9853292781642966
HHM13DOB,OWNWASH,0.9853292781642967
HHM13DOB,OWNLNDP,-0.9853292781642967
HHM13DOB,CELLINTH,-0.9853292781642967
HHM13DOB,WEBHOMEH,-1.0
HHM13DOB,NOMONFD,0.9853292781642966
HHM13DOB,DEBTSHH,0.9853292781642967
HHM13DOB,FOODDBT,-0.9853292781642967
HHM13DOB,FRQDIST,-0.9853292781642966
HHM13DOB,RESPINL,-0.9853292781642968
HHM13DOB,HHSIZE,-0.9853292781642969
HHM13DOB,HHASIZE,-0.9638234561805479
HHM13DOB,NHHPSU,-0.9865146731472683
HHM13DOB,NADHH,-0.9638234561805479
HHM13EDU,SETTYPE,-1.0
HHM13EDU,INDWT,0.8313375957500825
HHM13EDU,ACTRESDT,0.9999999999999999
HHM13EDU,GALLTRU,0.8962581595302718
HHM13EDU,HLTHRAT,-0.8660254037844387
HHM13EDU,DISCPRPR,-0.9041944301794652
HHM13EDU,BUSINARA,0.9999999999999999
HHM13EDU,BUSINIRA,0.9999999999999999
HHM13EDU,BUSINJEW,0.9999999999999999
HHM13EDU,MARWUSA,0.9999999999999999
HHM13EDU,MARWITA,0.9999999999999999
HHM13EDU,MARWIRA,0.9999999999999999
HHM13EDU,MARWUKR,0.9999999999999999
HHM13EDU,MARWIND,0.9999999999999999
HHM13EDU,FRNDLVCZ,-1.0
HHM13EDU,FRNDLVIT,-1.0
HHM13EDU,ACCMARR,0.802955068546966
HHM13EDU,IDEALNCH,-1.0
HHM13EDU,TRUOS,-1.0
HHM13EDU,POLDIRN,-0.7559289460184545
HHM13EDU,IMPISS1O,-1.0
HHM13EDU,IMPISS2,-1.0
HHM13EDU,REVEXP2,-1.0
HHM13EDU,REFRET,-1.0
HHM13EDU,REFVET,-1.0
HHM13EDU,REFINT,-1.0
HHM13EDU,TRUEDUC,-1.0
HHM13EDU,FREESPK,-0.9999999999999999
HHM13EDU,LPROS,-1.0
HHM13EDU,VOTPRCP,-1.0
HHM13EDU,VOTLELE,-1.0
HHM13EDU,ELCOND,-1.0
HHM13EDU,ICITLAW,-1.0
HHM13EDU,ICITGOV,-1.0
HHM13EDU,ICITVOTE,-1.0
HHM13EDU,ICITTRAD,-1.0
HHM13EDU,IMPGCVW,-1.0
HHM13EDU,ICITHELP,-1.0
HHM13EDU,NK4_2,-1.0
HHM13EDU,NK5AR_1,-1.0
HHM13EDU,JOBSARFN,-1.0
HHM13EDU,PERSINC,-0.8660254037844386
HHM13EDU,GETJOBF,-0.7559289460184542
HHM13EDU,RFAEDUC,0.7559289460184545
HHM13EDU,KNOWRUS,0.9999999999999999
HHM13EDU,FRQINTR,-0.9999999999999999
HHM13EDU,RELGION,-0.8660254037844387
HHM13EDU,HHM2DOB,-0.9790755624849435
HHM13EDU,HHM2EMP,-0.9999999999999999
HHM13EDU,HHM3RELR,0.9449111825230679
HHM13EDU,HHM3DOB,-0.8660254037844386
HHM13EDU,HHM3MRAGE,-1.0
HHM13EDU,HHM4DOB,-0.9933992677987828
HHM13EDU,HHM5DOB,0.9707253433941511
HHM13EDU,HHM5MAR,-0.970725343394151
HHM13EDU,HHM6EMP,-1.0
HHM13EDU,HHM6MAR,-1.0
HHM13EDU,HHM6EDU,0.7559289460184544
HHM13EDU,HHM7DOB,-0.912245460839306
HHM13EDU,HHM7MAR,-1.0
HHM13EDU,HHM8RELR,0.8219949365267865
HHM13EDU,HHM8DOB,-0.8322397195638248
HHM13EDU,HHM9RELR,0.720576692122892
HHM13EDU,HHM9DOB,-0.9502811693344021
HHM13EDU,HHM9EDU,0.7559289460184544
HHM13EDU,HHM10RELR,-0.9912407071619304
HHM13EDU,HHM10DOB,-0.9920645329164469
HHM13EDU,HHM10EDU,0.8660254037844387
HHM13EDU,HHM11DOB,-0.917662935482245
HHM13EDU,HHM11EDU,0.9449111825230679
HHM13EDU,HHM12RELR,0.8660254037844387
HHM13EDU,HHM12DOB,-0.9933992677987828
HHM13EDU,HHM13RELR,-0.987829161147262
HHM13EDU,HHM13DOB,-0.9853292781642966
HHM13EDU,OWNWASH,-1.0
HHM13EDU,NOMONFD,-1.0
HHM13EDU,DEBTSHH,-1.0
HHM13EDU,FUTRUNG,-1.0
HHM13EDU,HHSIZE,1.0000000000000002
HHM13EDU,HHASIZE,0.9041944301794651
HHM13EDU,NHHPSU,0.9441087225573715
HHM13EDU,NADHH,0.9041944301794651
HELPA,EUNSUPO,-0.7745966692414834
HELPA,HHM8MAR,0.7150969419341942
HELPA,HHM8MRAGE,-1.0
HELPA,HHM11RELR,-0.810884854079383
ECONSTN,HHM9MAR,-1.0
ECONSTN,HHM12RELR,0.8660254037844387
OWNCOTV,PARTYSUSO,-1.0
OWNCOTV,HHM6TRP,0.8017837257372732
NUMCOTV,ENVPROBO,0.7322535668709891
NUMCOTV,HHM5TAP,0.93062958719967
NUMCOTV,HHM8MRAGE,-0.8183170883849715
NUMCOTV,HHM11EDU,0.727606875108999
OWNWASH,SECNDLAOO,-0.7319250547114
OWNWASH,HHM12RELR,-0.8660254037844385
OWNWASH,HHM12DOB,0.9933992677987827
OWNWASH,HHM12EDU,-1.0
OWNWASH,HHM13RELR,0.987829161147262
OWNWASH,HHM13DOB,0.9853292781642967
OWNWASH,HHM13EDU,-1.0
NUMWASH,HHM8MRAGE,-0.8206750043022921
OWNFRDG,HHM9MAR,-1.0
NUMFRDG,HHM8MAR,0.7493075430155055
NUMFRDG,HHM8MRAGE,-0.828078671210825
NUMAIRC,SECNDLAOO,0.9999999999999999
OWNCARS,EUNSUPO,-0.8944271909999159
OWNCARS,ENVPROBO,0.8498365855987974
OWNCARS,HHM9MAR,-1.0
OWNCARS,HHM12RELR,0.8660254037844385
